"eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
199404040011,1994,4,4,"",0,"",97,"Israel",10,"Middle East & North Africa","West Bank","Dayr al Balah",31.418909,34.352605,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,8,"Unarmed Assault",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Military","Soldiers Removing Military Equipment",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",21,"Blunt Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Stones",0,NA,NA,6,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404060018,1994,4,6,"",0,"",97,"Israel",10,"Middle East & North Africa","Northern","Afula",32.608879,35.289967,1,0,"","",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","unknown","Commuter Bus",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",15,"Vehicle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",8,NA,NA,50,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404070020,1994,4,7,"",0,"",97,"Israel",10,"Middle East & North Africa","Southern","Ashdod",31.821444,34.665169,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,"Assassination",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Military","Soldiers and Civilians at Hitchhiking Post",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinian Islamic Jihad (PIJ)","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic or Semi-Automatic Rifle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Uzi",1,NA,NA,4,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404090020,1994,4,9,"",0,"",97,"Israel",10,"Middle East & North Africa","Southern","Erez",31.348022,34.491093,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,0,0,1,"Assassination",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Military","Soldier",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Axe",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404130016,1994,4,13,"",0,"",97,"Israel",10,"Middle East & North Africa","Haifa","Hadera",32.434788,34.92157,1,0,"","",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","Bus company","Commuter Bus",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",5,NA,NA,20,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404130017,1994,4,13,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,1,-9,NA,"",0,0,0,1,"Assassination",NA,"",NA,"",1,"Business",NA,"","Israeli Soft Drink company","Arab truck driver*",155,"West Bank and Gaza Strip",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",0,NA,NA,1,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404180011,1994,4,18,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","unknown","passengers on bus",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Axe",0,NA,NA,4,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404230012,1994,4,23,"",0,"",97,"Israel",10,"Middle East & North Africa","Gaza Strip","Neve Dekalim",31.355579,34.274364,1,0,"","",1,1,1,-9,NA,"",0,0,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","unknown","Female Settler",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",1,NA,NA,2,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404240013,1994,4,24,"",0,"",97,"Israel",10,"Middle East & North Africa","West Bank","Halhul",31.578413,35.102066,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,9,"Unknown",NA,"",NA,"",4,"Military",29,"Military Unit/Patrol/Convoy","Military","Unit",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,13,"Unknown",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,NA,NA,2,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199404270011,1994,4,27,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,0,0,1,"Assassination",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Military","2 Soldiers",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",0,NA,NA,2,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199405100006,1994,5,10,"",0,"",97,"Israel",10,"Middle East & North Africa","West Bank","Mazraa el Sharkiya",32.004264,35.276546,1,0,"","",1,1,1,-9,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","unknown","Israeli Bus",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic or Semi-Automatic Rifle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Automatic firearm",0,NA,NA,3,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199405100007,1994,5,10,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Yehud",32.08297,34.811886,1,0,"","",1,1,1,-9,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",23,"Police Patrol (including vehicles and convoys)","Police","Helicopter",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Israeli settlers","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic or Semi-Automatic Rifle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Automatic firearm",1,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,""
199405260026,1994,5,26,"",0,"",97,"Israel",10,"Middle East & North Africa","Unknown","Kafah",NA,NA,5,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,2,"Armed Assault",NA,"",NA,"",4,"Military",35,"Military Transportation/Vehicle (excluding convoys)","Military","Vehicle",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinian Islamic Jihad (PIJ)","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic or Semi-Automatic Rifle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Automatic firearm",0,NA,NA,1,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199406280010,1994,6,28,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,1,-9,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",68,"Named Civilian","unknown","Yoram Balisha",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",0,NA,NA,1,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199407060002,1994,7,6,"",1,"7/7/1994",97,"Israel",10,"Middle East & North Africa","West Bank","Kafr Aqb",31.872438,35.225933,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,6,"Hostage Taking (Kidnapping)",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Israeli Military","Soldier Arye Frankental 17 years old",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firearm",1,NA,NA,0,NA,NA,0,NA,"",NA,"",1,1,0,0,1,"","Israel",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199407230015,1994,7,23,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,1,-9,NA,"",0,0,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","unk","American Woman U/I",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",NA,NA,0,1,1,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,1,1,""
199407290010,1994,7,29,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,1,"Assassination",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Military","u/i Israeli soldiers",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinians","","","","","","",0,NA,NA,0,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",0,NA,NA,1,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199408070005,1994,8,7,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Givatayim",32.08297,34.811886,1,0,"","",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",20,"Unknown",NA,"","unknown","unknown",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",16,"Unknown Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",0,NA,NA,1,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,""
199408120006,1994,8,12,"",0,"",97,"Israel",10,"Middle East & North Africa","West Bank","Arab East Jerusalem",31.784838,35.224613,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",23,"Police Patrol (including vehicles and convoys)","Police","Police Patrol",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",1,NA,NA,0,4,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic or Semi-Automatic Rifle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Automatic firearm",0,NA,NA,4,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199408120007,1994,8,12,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,1,0,NA,"",0,0,0,9,"Unknown",NA,"",NA,"",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Israeli Military","Home of Knesset member Ariel Sharon, Military  guard",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,13,"Unknown",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",2,NA,NA,4,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199408260010,1994,8,26,"",0,"",97,"Israel",10,"Middle East & North Africa","Central","Ramla",31.928793,34.866657,1,0,"","",1,1,1,0,NA,"",0,1,0,9,"Unknown",NA,"",NA,"",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified","unknown","Two Israeli construction workers",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,13,"Unknown",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,0,0,1,""
199409040006,1994,9,4,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,1,-9,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",69,"Religion Identified","Jewish religion","2 Jewish men on their way to pray at wailing wall",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Knife",0,NA,NA,2,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,""
199409090010,1994,9,9,"",0,"",97,"Israel",10,"Middle East & North Africa","West Bank","Halhul",31.578413,35.102066,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","unknown","Palestinian man",155,"West Bank and Gaza Strip",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Israeli settlers","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,""
199409230007,1994,9,23,"",0,"",97,"Israel",10,"Middle East & North Africa","Southern","Ashdod",31.821444,34.665169,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","jewish religion","russian immigrant woman, about 30",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Popular Front for the Liberation of Palestine (PFLP)","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",24,"Rope or Other Strangling Device",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Strangled",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",0,0,0,0,""
199410050003,1994,10,5,"",0,"",97,"Israel",10,"Middle East & North Africa","West Bank","Eizariya",31.769638,35.27191,1,0,"","",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",18,"Tourists",96,"Tour Bus/Van","tourists on tour bus","tour bus",97,"Israel",18,"Tourists",96,"Tour Bus/Van","tourists on tour bus","Palestinian tourists",155,"West Bank and Gaza Strip",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",7,"Grenade",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Grenade",0,NA,NA,4,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,""
199410070004,1994,10,7,"",0,"",97,"Israel",10,"Middle East & North Africa","Southern","Beersheba",31.248484,34.787853,1,0,"","",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",20,"Unknown",NA,"","unknown","unknown",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",16,"Unknown Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",0,NA,NA,1,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,""
199410070005,1994,10,7,"",0,"",97,"Israel",10,"Middle East & North Africa","Southern","Beersheba",31.248484,34.787853,1,0,"","",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","unknown","Busy shopping street near kindergarten",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",16,"Unknown Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,""
199410090006,1994,10,9,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",79,"Public Area (garden, parking lot, garage, beach, public building, camp)","Unknown","Nahacat Shiua Outdoor Promenade",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic or Semi-Automatic Rifle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Automatic firearm - AK-47",4,NA,NA,14,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,1,1,""
199410190007,1994,10,19,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Tel Aviv",32.08297,34.811886,1,0,"","",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","Dan Bus Co.","Bus #5",142,"Netherlands",NA,"",NA,"","","",97,"Israel",NA,"",NA,"","","",177,"Sierra Leone","Hamas (Islamic Resistance Movement)","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Explosive",23,NA,NA,42,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,1,1,""
199410200008,1994,10,20,"",0,"",97,"Israel",10,"Middle East & North Africa","Northern","Galilee district",32.9,35.33333,3,0,"","",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","unk","Israeli territory",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hezbollah","","","","","","",0,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",11,"Projectile (rockets, mortars, RPGs, etc.)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Rocket - Katyusha",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,0,1,""
199410210003,1994,10,21,"",0,"",97,"Israel",10,"Middle East & North Africa","Northern","Unknown",32.83333,35.33333,4,0,"","",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","unk","Israeli territory",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hezbollah","","","","","","",1,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",11,"Projectile (rockets, mortars, RPGs, etc.)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Rocket - Katyusha",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,0,1,""
199410210004,1994,10,21,"",0,"",97,"Israel",10,"Middle East & North Africa","Northern","Unknown",32.83333,35.33333,4,0,"","",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","unk","Israeli territory",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hezbollah","","","","","","",1,NA,NA,0,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",11,"Projectile (rockets, mortars, RPGs, etc.)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Rocket - Katyusha",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",1,1,0,1,""
